epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate,model,seed
1,0.5941695038215581,0.6172161172161172,0.8263569917434301,0.2692307692307692,0.0009999383162408303,residual_cnn,42
2,0.5793871831544589,0.6758241758241759,0.9393819723373804,0.2692307692307692,0.0009997532801828658,residual_cnn,42
3,0.5196691703447055,0.7509157509157509,0.9566743541986514,0.2692307692307692,0.0009994449374809851,residual_cnn,42
4,0.5081235872301864,0.7967032967032966,0.5954913481687888,0.6025641025641025,0.0009990133642141358,residual_cnn,42
5,0.48775673371094924,0.7527472527472527,0.5417535778803703,0.6282051282051282,0.000998458666866564,residual_cnn,42
6,0.4513580673561865,0.7637362637362637,0.5900718157108014,0.8589743589743589,0.00099778098230154,residual_cnn,42
7,0.4657907436837207,0.7912087912087912,0.42007305912482434,0.7948717948717948,0.0009969804777275899,residual_cnn,42
8,0.42943881348375873,0.8040293040293041,0.5321026948782114,0.6282051282051282,0.000996057350657239,residual_cnn,42
9,0.3880278086050963,0.815018315018315,0.9538741539686154,0.3974358974358974,0.0009950118288582787,residual_cnn,42
10,0.3962341471687778,0.8186813186813187,0.5156738872711475,0.8333333333333334,0.0009938441702975688,residual_cnn,42
11,0.3940224963011759,0.836996336996337,1.1756982757495,0.7564102564102564,0.000992554663077387,residual_cnn,42
12,0.3773201962748727,0.8278388278388278,0.42513622152499664,0.717948717948718,0.0009911436253643444,residual_cnn,42
13,0.3638598905814873,0.8406593406593407,0.4510763501509642,0.6666666666666666,0.0009896114053108828,residual_cnn,42
14,0.3683390554054316,0.8388278388278388,0.44171364720051104,0.8333333333333334,0.0009879583809693736,residual_cnn,42
15,0.3219548983451648,0.86996336996337,0.3823848905471655,0.7435897435897436,0.0009861849601988382,residual_cnn,42
16,0.3388919138755554,0.8461538461538461,0.7824194981501653,0.5128205128205128,0.0009842915805643154,residual_cnn,42
17,0.30192269947065975,0.8754578754578755,0.5557706348406963,0.8589743589743589,0.000982278709228899,residual_cnn,42
18,0.2743627450841687,0.8956043956043956,0.4376967151959737,0.8461538461538461,0.0009801468428384714,residual_cnn,42
19,0.271991287504797,0.8717948717948718,0.43599962080136323,0.7948717948717948,0.0009778965073991648,residual_cnn,42
20,0.268349548180898,0.891941391941392,0.6541927594404954,0.8205128205128205,0.0009755282581475766,residual_cnn,42
21,0.2701677374350719,0.8846153846153846,0.41652860091282773,0.8205128205128205,0.0009730426794137723,residual_cnn,42
22,0.22941993684559078,0.9047619047619048,0.6904493348720746,0.8333333333333334,0.0009704403844771124,residual_cnn,42
23,0.2556092198733445,0.8864468864468864,0.3626816077874257,0.8846153846153846,0.0009677220154149334,residual_cnn,42
24,0.23448587173507326,0.9120879120879121,0.7083708995427841,0.8589743589743589,0.0009648882429441253,residual_cnn,42
25,0.25028842250942746,0.86996336996337,0.7487204907796322,0.8461538461538461,0.000961939766255643,residual_cnn,42
26,0.22833604526607107,0.9139194139194139,0.7500499517489703,0.5897435897435898,0.0009588773128419901,residual_cnn,42
27,0.18144700384183682,0.9212454212454212,0.34708900176561797,0.7564102564102564,0.0009557016383177221,residual_cnn,42
28,0.1640627683300675,0.9432234432234432,0.43270926827039474,0.8461538461538461,0.0009524135262330093,residual_cnn,42
29,0.14368395859396066,0.9377289377289377,0.36484641027756226,0.8589743589743589,0.0009490137878803073,residual_cnn,42
30,0.1774481808964586,0.9377289377289377,0.4530723925966483,0.8717948717948718,0.0009455032620941834,residual_cnn,42
31,0.13060620899274672,0.9505494505494505,0.37476260081315654,0.8846153846153846,0.0009418828150443463,residual_cnn,42
32,0.1358331703058966,0.9487179487179487,0.6097713983975924,0.9102564102564102,0.0009381533400219311,residual_cnn,42
33,0.11820900178217626,0.9487179487179487,0.5307910220745282,0.8589743589743589,0.0009343157572190951,residual_cnn,42
34,0.13522696380431837,0.9468864468864469,0.4556360756739592,0.8076923076923077,0.0009303710135019713,residual_cnn,42
35,0.10727736430290417,0.9542124542124543,0.3831067377558121,0.8717948717948718,0.0009263200821770456,residual_cnn,42
36,0.10726297841895194,0.9578754578754579,0.7852559349475763,0.8717948717948718,0.000922163962751007,residual_cnn,42
37,0.11304037927926242,0.9468864468864469,0.4044032700550862,0.8717948717948718,0.0009179036806841347,residual_cnn,42
38,0.0627169940388683,0.9816849816849816,0.39821697274843854,0.8589743589743589,0.0009135402871372803,residual_cnn,42
