epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate,model,seed
1,0.706699475918934,0.6318681318681318,0.6707813082597195,0.46153846153846156,0.0009999383162408303,tiny_cnn,101
2,0.6407742166257167,0.5787545787545788,0.6353468680993105,0.7564102564102564,0.0009997532801828658,tiny_cnn,101
3,0.5985031534027268,0.6813186813186813,0.6017095492436335,0.6153846153846154,0.0009994449374809851,tiny_cnn,101
4,0.5471542826938979,0.7545787545787546,0.5487690109473008,0.7435897435897436,0.0009990133642141358,tiny_cnn,101
5,0.5324510294439155,0.73992673992674,0.5307448552205012,0.6923076923076923,0.000998458666866564,tiny_cnn,101
6,0.5185613925858732,0.7509157509157509,0.48243150955591446,0.782051282051282,0.00099778098230154,tiny_cnn,101
7,0.5264384123213562,0.7106227106227107,0.46131537357966107,0.8076923076923077,0.0009969804777275899,tiny_cnn,101
8,0.4868005854742868,0.782051282051282,0.45417232467578006,0.7564102564102564,0.000996057350657239,tiny_cnn,101
9,0.47769368677348883,0.7857142857142857,0.42808132905226487,0.7564102564102564,0.0009950118288582787,tiny_cnn,101
10,0.46310378583796297,0.76007326007326,0.4556113580862681,0.8205128205128205,0.0009938441702975688,tiny_cnn,101
11,0.4512040948038136,0.7673992673992674,0.40482759934205276,0.8333333333333334,0.000992554663077387,tiny_cnn,101
12,0.43582267529798513,0.8443223443223443,0.43680179806856007,0.6794871794871795,0.0009911436253643444,tiny_cnn,101
13,0.46786710499843837,0.7655677655677655,0.4290510996794089,0.782051282051282,0.0009896114053108828,tiny_cnn,101
14,0.42419114545151426,0.8095238095238095,0.3913753452973488,0.8461538461538461,0.0009879583809693736,tiny_cnn,101
15,0.4393709652371459,0.8168498168498168,0.4305140796380165,0.8076923076923077,0.0009861849601988382,tiny_cnn,101
16,0.4015294708611764,0.8406593406593407,0.376601198162788,0.8205128205128205,0.0009842915805643154,tiny_cnn,101
17,0.38950171782856896,0.8168498168498168,0.4166959741940865,0.8974358974358975,0.000982278709228899,tiny_cnn,101
18,0.37428595917128815,0.8516483516483516,0.39541460076967877,0.8974358974358975,0.0009801468428384714,tiny_cnn,101
19,0.36391743351688316,0.86996336996337,0.4262866672032919,0.8717948717948718,0.0009778965073991648,tiny_cnn,101
20,0.3556393272492475,0.8498168498168498,0.40621302448786223,0.8846153846153846,0.0009755282581475766,tiny_cnn,101
21,0.34422452382115654,0.8608058608058609,0.3594412070054274,0.8205128205128205,0.0009730426794137723,tiny_cnn,101
22,0.341009116325623,0.8589743589743589,0.3550915805957256,0.8205128205128205,0.0009704403844771124,tiny_cnn,101
23,0.3291838959459857,0.8809523809523809,0.34741159203724986,0.8974358974358975,0.0009677220154149334,tiny_cnn,101
24,0.29588127594727737,0.8736263736263736,0.4506981101555702,0.8717948717948718,0.0009648882429441253,tiny_cnn,101
25,0.3199858652366387,0.8809523809523809,0.37363347831444865,0.9102564102564102,0.000961939766255643,tiny_cnn,101
26,0.30842238653710474,0.9047619047619048,0.3308488978789403,0.8974358974358975,0.0009588773128419901,tiny_cnn,101
27,0.2879014289204454,0.8882783882783882,0.39009277255107194,0.8461538461538461,0.0009557016383177221,tiny_cnn,101
28,0.3129494302657061,0.8663003663003663,0.3054518875403282,0.8974358974358975,0.0009524135262330093,tiny_cnn,101
29,0.2790630692854906,0.8864468864468864,0.40457729536753434,0.7564102564102564,0.0009490137878803073,tiny_cnn,101
30,0.30381485928982604,0.8736263736263736,0.3060650764367519,0.9102564102564102,0.0009455032620941834,tiny_cnn,101
31,0.2858828425189078,0.8717948717948718,0.37203246851762134,0.8589743589743589,0.0009418828150443463,tiny_cnn,101
32,0.26527105768521625,0.9102564102564102,0.3762804409250235,0.8846153846153846,0.0009381533400219311,tiny_cnn,101
33,0.2930453557234544,0.8827838827838828,0.542580640850923,0.8589743589743589,0.0009343157572190951,tiny_cnn,101
34,0.26137682522609557,0.8937728937728938,0.30212936512170696,0.8974358974358975,0.0009303710135019713,tiny_cnn,101
35,0.2296495956979392,0.9230769230769231,0.3145296581280537,0.9102564102564102,0.0009263200821770456,tiny_cnn,101
36,0.22377521574715556,0.9212454212454212,0.2787273633174407,0.9102564102564102,0.000922163962751007,tiny_cnn,101
37,0.2334231688426091,0.9102564102564102,0.34818224188609,0.8589743589743589,0.0009179036806841347,tiny_cnn,101
38,0.20157442353802285,0.9230769230769231,0.36701226358612377,0.8717948717948718,0.0009135402871372803,tiny_cnn,101
39,0.20270069734954135,0.924908424908425,0.3158990240249878,0.8846153846153846,0.0009090748587125112,tiny_cnn,101
40,0.1887643052326454,0.9267399267399268,0.3455892641765949,0.8717948717948718,0.0009045084971874732,tiny_cnn,101
41,0.15601090120745228,0.9358974358974359,0.2936305413261438,0.8846153846153846,0.0008998423292435448,tiny_cnn,101
42,0.17154260814844907,0.9413919413919414,0.2566481706423637,0.8717948717948718,0.0008950775061878446,tiny_cnn,101
43,0.18660095323136439,0.9304029304029304,0.31217998056075513,0.8461538461538461,0.0008902152036691643,tiny_cnn,101
44,0.18957729048126346,0.9285714285714286,0.37300185992931706,0.8974358974358975,0.000885256621387894,tiny_cnn,101
45,0.16044162666841305,0.9523809523809523,0.33081307529638976,0.8717948717948718,0.0008802029828000149,tiny_cnn,101
46,0.16187759458800374,0.9395604395604396,0.2983823768221415,0.8846153846153846,0.0008750555348152292,tiny_cnn,101
47,0.1439073770255833,0.9505494505494505,0.43166696566801804,0.8846153846153846,0.0008698155474893041,tiny_cnn,101
48,0.15510005610329763,0.9505494505494505,0.23353213224655542,0.9102564102564102,0.0008644843137107051,tiny_cnn,101
49,0.14684056455180758,0.9468864468864469,0.3470657945443422,0.8589743589743589,0.0008590631488815938,tiny_cnn,101
50,0.15011214969795703,0.9505494505494505,0.3089501354365777,0.8974358974358975,0.0008535533905932731,tiny_cnn,101
51,0.16592796916490074,0.9340659340659341,0.42850272653576654,0.9230769230769231,0.0008479563982961564,tiny_cnn,101
52,0.15886285950194348,0.9487179487179487,0.4157136781857564,0.9102564102564102,0.0008422735529643437,tiny_cnn,101
53,0.16310846221534323,0.9377289377289377,0.3726780695410875,0.9102564102564102,0.000836506256754886,tiny_cnn,101
54,0.11372510826849676,0.9761904761904762,0.28825243810812634,0.9230769230769231,0.0008306559326618253,tiny_cnn,101
55,0.139887477069984,0.9468864468864469,0.4192298092903235,0.8717948717948718,0.0008247240241650912,tiny_cnn,101
56,0.1376409229887274,0.945054945054945,0.39533963073522616,0.8974358974358975,0.0008187119948743442,tiny_cnn,101
57,0.14168053958223853,0.9432234432234432,0.3016335836205727,0.8974358974358975,0.000812621328167852,tiny_cnn,101
