epoch,train_loss,train_accuracy,val_loss,val_accuracy,learning_rate,model,seed
1,0.7892582565000206,0.4908424908424908,0.6807190760588034,0.6282051282051282,0.0009999383162408303,tiny_cnn,42
2,0.634261700696561,0.717948717948718,0.6523255339035621,0.6282051282051282,0.0009997532801828658,tiny_cnn,42
3,0.599313939010704,0.684981684981685,0.6159647244673508,0.6025641025641025,0.0009994449374809851,tiny_cnn,42
4,0.5590679765620947,0.6721611721611722,0.5679989273731525,0.7307692307692307,0.0009990133642141358,tiny_cnn,42
5,0.5803838092765529,0.7087912087912088,0.5426845374779824,0.717948717948718,0.000998458666866564,tiny_cnn,42
6,0.5397090427168123,0.7564102564102564,0.5185492183917608,0.6923076923076923,0.00099778098230154,tiny_cnn,42
7,0.5331277181377341,0.706959706959707,0.4909902566518539,0.8076923076923077,0.0009969804777275899,tiny_cnn,42
8,0.5366043567439138,0.717948717948718,0.4809568723042806,0.782051282051282,0.000996057350657239,tiny_cnn,42
9,0.5205046445022136,0.7380952380952381,0.4764483364728781,0.8461538461538461,0.0009950118288582787,tiny_cnn,42
10,0.5039420288342696,0.7472527472527473,0.46667076914738387,0.8333333333333334,0.0009938441702975688,tiny_cnn,42
11,0.4857193521964244,0.7857142857142857,0.44658885705165374,0.782051282051282,0.000992554663077387,tiny_cnn,42
12,0.47734922148805836,0.793040293040293,0.4381645436470325,0.8205128205128205,0.0009911436253643444,tiny_cnn,42
13,0.509347969795758,0.7252747252747253,0.48667115890062773,0.8461538461538461,0.0009896114053108828,tiny_cnn,42
14,0.46833215451939203,0.7802197802197802,0.4392626373431621,0.8717948717948718,0.0009879583809693736,tiny_cnn,42
15,0.44858699982419553,0.8223443223443223,0.42790104334171003,0.7948717948717948,0.0009861849601988382,tiny_cnn,42
16,0.45498983894948997,0.7912087912087912,0.4158674130837123,0.8589743589743589,0.0009842915805643154,tiny_cnn,42
17,0.4321919356510316,0.793040293040293,0.4319882102501698,0.8589743589743589,0.000982278709228899,tiny_cnn,42
18,0.4159099598288973,0.815018315018315,0.41013237146230846,0.7948717948717948,0.0009801468428384714,tiny_cnn,42
19,0.40351964702536336,0.8003663003663004,0.4172478941006538,0.8717948717948718,0.0009778965073991648,tiny_cnn,42
20,0.3798513880797795,0.847985347985348,0.36613642367032856,0.9230769230769231,0.0009755282581475766,tiny_cnn,42
21,0.38913186271112044,0.826007326007326,0.3850477418074241,0.9102564102564102,0.0009730426794137723,tiny_cnn,42
22,0.3708799117869073,0.8406593406593407,0.3898350432133063,0.8846153846153846,0.0009704403844771124,tiny_cnn,42
23,0.382450622298342,0.836996336996337,0.3917112048619833,0.8846153846153846,0.0009677220154149334,tiny_cnn,42
24,0.3523100926762536,0.8571428571428571,0.36645164932960117,0.8717948717948718,0.0009648882429441253,tiny_cnn,42
25,0.33339790503184,0.8681318681318682,0.3569029172261556,0.9230769230769231,0.000961939766255643,tiny_cnn,42
26,0.3438475883050716,0.8644688644688645,0.371494601552303,0.9230769230769231,0.0009588773128419901,tiny_cnn,42
27,0.31903471287353574,0.8663003663003663,0.4246964225402245,0.8461538461538461,0.0009557016383177221,tiny_cnn,42
28,0.29862604855181096,0.8992673992673993,0.41228276032667893,0.9230769230769231,0.0009524135262330093,tiny_cnn,42
29,0.32094543615540305,0.8754578754578755,0.40694680848182774,0.8589743589743589,0.0009490137878803073,tiny_cnn,42
30,0.3055868643871594,0.8827838827838828,0.347643996660526,0.7948717948717948,0.0009455032620941834,tiny_cnn,42
31,0.31844891940717734,0.8754578754578755,0.44402474547043824,0.7692307692307693,0.0009418828150443463,tiny_cnn,42
32,0.2628425629911842,0.9010989010989011,0.37785214682420093,0.8974358974358975,0.0009381533400219311,tiny_cnn,42
33,0.2806797765004329,0.8736263736263736,0.40567744351350343,0.8974358974358975,0.0009343157572190951,tiny_cnn,42
34,0.2530748431499188,0.8846153846153846,0.4689586701301428,0.8974358974358975,0.0009303710135019713,tiny_cnn,42
35,0.274606466511667,0.9029304029304029,0.3567802076920485,0.8717948717948718,0.0009263200821770456,tiny_cnn,42
36,0.27220787277151814,0.8809523809523809,0.32842279684085113,0.9358974358974359,0.000922163962751007,tiny_cnn,42
37,0.3105072481728299,0.86996336996337,0.35711175279739577,0.8205128205128205,0.0009179036806841347,tiny_cnn,42
38,0.24729433066242343,0.9102564102564102,0.3335679631966811,0.8461538461538461,0.0009135402871372803,tiny_cnn,42
39,0.24716452561018667,0.8864468864468864,0.3855891246826221,0.8717948717948718,0.0009090748587125112,tiny_cnn,42
40,0.25668980121175883,0.8956043956043956,0.3561584471892088,0.8461538461538461,0.0009045084971874732,tiny_cnn,42
41,0.24912676231546715,0.9010989010989011,0.3310681270101132,0.9358974358974359,0.0008998423292435448,tiny_cnn,42
42,0.24460685940889212,0.9010989010989011,0.42709904259596115,0.8717948717948718,0.0008950775061878446,tiny_cnn,42
43,0.23290486977650568,0.9029304029304029,0.619173356355765,0.8846153846153846,0.0008902152036691643,tiny_cnn,42
44,0.22772440095960875,0.9139194139194139,0.33359133433072996,0.8461538461538461,0.000885256621387894,tiny_cnn,42
45,0.23877844891268693,0.9175824175824175,0.26689636363432956,0.8717948717948718,0.0008802029828000149,tiny_cnn,42
46,0.19799448003917386,0.9322344322344323,0.3256965974966685,0.8974358974358975,0.0008750555348152292,tiny_cnn,42
47,0.19605707554590135,0.9212454212454212,0.36881862561672163,0.9230769230769231,0.0008698155474893041,tiny_cnn,42
48,0.22365351223246954,0.9212454212454212,0.4149064798003588,0.9102564102564102,0.0008644843137107051,tiny_cnn,42
49,0.2026326522067353,0.9084249084249084,0.33776041636100185,0.8974358974358975,0.0008590631488815938,tiny_cnn,42
50,0.2052232928765126,0.9267399267399268,0.3002637403133588,0.9230769230769231,0.0008535533905932731,tiny_cnn,42
51,0.1937515614997773,0.9322344322344323,0.26576997836430866,0.9358974358974359,0.0008479563982961564,tiny_cnn,42
52,0.1636843571077773,0.9432234432234432,0.3467835932970047,0.8717948717948718,0.0008422735529643437,tiny_cnn,42
53,0.1991381701968965,0.9212454212454212,0.5405899771513083,0.8717948717948718,0.000836506256754886,tiny_cnn,42
54,0.19334640684145274,0.9084249084249084,0.2963090649782083,0.8717948717948718,0.0008306559326618253,tiny_cnn,42
55,0.18259509950330405,0.9358974358974359,0.29575873682132137,0.8589743589743589,0.0008247240241650912,tiny_cnn,42
56,0.18791804165193887,0.924908424908425,0.30202974799351817,0.8846153846153846,0.0008187119948743442,tiny_cnn,42
